programa,orgao,finialidade_programa,produto,finialidade_produto,indicador_produto,acao,value_indicador_produto
2507 - REGULARIZAÇÃO FUNDIÁRIA DE INTERESSE HABITACIONAL,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: DOMICÍLIOS BENEFICIADOS POR APOIO À REGULARIZAÇÃO FUNDIÁRIA,FINALÍSTICO,NÚMERO DE DOMICÍLIOS BENEFICIADOS POR APOIO À REGULARIZAÇÃO (UNIDADE),5702 - APOIO À REGULARIZAÇÃO FUNDIÁRIA,84385.0
2507 - REGULARIZAÇÃO FUNDIÁRIA DE INTERESSE HABITACIONAL,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: DOMICÍLIOS BENEFICIADOS POR REGULARIZAÇÃO EM CONJUNTOS E NÚCLEOS DA CDHU,FINALÍSTICO,NÚMERO DE DOMICÍLIOS BENEFICIADOS POR REGULARIZAÇÃO EM CONJUNTOS E NÚCLEOS HABITACIONAIS DA CDHU (UNIDADE),5703 - REGULARIZAÇÃO FUNDIÁRIA DE CONJUNTOS E NÚCLEOS HABITACIONAIS,22110.0
2508 - PROVISÃO DE MORADIAS,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: UNIDADES HABITACIONAIS PRODUZIDAS OU ADQUIRIDAS,FINALÍSTICO,NÚMERO DE UNIDADES HABITACIONAIS E LOTES URBANIZADOS PRODUZIDOS E ADQUIRIDOS (UNIDADE),2006 - PROVISÃO DE MORADIAS PARA DEMANDA GERAL,7861.0
2508 - PROVISÃO DE MORADIAS,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: UNIDADES HABITACIONAIS PRODUZIDAS OU ADQUIRIDAS,FINALÍSTICO,NÚMERO DE UNIDADES HABITACIONAIS EM CANTEIRO PARA PROVISÃO DE MORADIAS (UNIDADE),2006 - PROVISÃO DE MORADIAS PARA DEMANDA GERAL,18728.0
2510 - REQUALIFICAÇÃO HABITACIONAL E URBANA,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: DOMICÍLIOS BENEFICIADOS POR URBANIZAÇÃO E  REASSENTAMENTO NO LITORAL PAULISTA,FINALÍSTICO,NÚMERO DE DOMICÍLIOS BENEFICIADOS POR URBANIZAÇÃO E REASSENTAMENTO HABITACIONAL NAS ÁREAS DE INTERESSE DO LITORALPAULISTA (UNIDADE),2432 - HABITAÇÃO PARA LITORAL SUSTENTÁVEL,914.0
2510 - REQUALIFICAÇÃO HABITACIONAL E URBANA,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: DOMICÍLIOS BENEFICIADOS POR URBANIZAÇÃO,FINALÍSTICO,NÚMERO DE DOMICÍLIOS BENEFICIADOS POR URBANIZAÇÃO (UNIDADE),2005 - URBANIZAÇÃO DE ASSENTAMENTOS PRECÁRIOS,1010.0
2510 - REQUALIFICAÇÃO HABITACIONAL E URBANA,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: UNIDADES HABITACIONAIS E CARTAS DE CRÉDITO PARA REASSENTAMENTO HABITACIONAL,FINALÍSTICO,NÚMERO DE UNIDADES HABITACIONAIS EM CANTEIRO PARA REASSENTAMENTO HABITACIONAL (UNIDADE),2004 - REASSENTAMENTO HABITACIONAL,5354.0
2510 - REQUALIFICAÇÃO HABITACIONAL E URBANA,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: UNIDADES HABITACIONAIS E CARTAS DE CRÉDITO PARA REASSENTAMENTO HABITACIONAL,FINALÍSTICO,NÚMERO DE UNIDADES HABITACIONAIS PRODUZIDAS E ADQUIRIDAS PARA REASSENTAMENTO HABITACIONAL (UNIDADE),2004 - REASSENTAMENTO HABITACIONAL,2723.0
2510 - REQUALIFICAÇÃO HABITACIONAL E URBANA,25000 - SECRETARIA DA HABITAÇÃO,FINALÍSTICO,PRODUTO: DOMICÍLIOS BENEFICIADOS POR MELHORIAS HABITACIONAIS E URBANAS,FINALÍSTICO,NÚMERO DE DOMICÍLIOS BENEFICIADOS POR MELHORIAS HABITACIONAIS E URBANAS  (UNIDADE),5057 - MELHORIAS  HABITACIONAIS E URBANAS,22000.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: LICENÇAS DE EMPREENDIMENTOS E ATIVIDADES COM AVALIAÇÃO DE IMPACTO AMBIENTAL,FINALÍSTICO,NÚMERO DE PROCESSOS DE LICENCIAMENTO AMBIENTAL COM AVALIAÇÃO DE IMPACTO AMBIENTAL ENCERRADOS (UNIDADE),6299 - LICENCIAMENTO DE ALTO IMPACTO AMBIENTAL,186.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: LICENÇAS DE EMPREENDIMENTOS E ATIVIDADES COM AVALIAÇÃO DE IMPACTO AMBIENTAL,FINALÍSTICO,PERCENTUAL DE SOLICITAÇÕES ANALISADAS (%),6299 - LICENCIAMENTO DE ALTO IMPACTO AMBIENTAL,62.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: AÇÕES EM EMERGÊNCIAS QUÍMICAS DECORRENTES DE RISCOS TECNOLÓGICOS,FINALÍSTICO,AVALIAÇÃO DA ATUAÇÃO EM CAMPO DA EQUIPE DE ATENDIMENTO A EMERGÊNCIAS QUÍMICAS DA CETESB (%),6364 - AÇÕES EM EMERGÊNCIAS QUÍMICAS,84.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: AÇÕES EM EMERGÊNCIAS QUÍMICAS DECORRENTES DE RISCOS TECNOLÓGICOS,FINALÍSTICO,PERCENTUAL DE ATENDIMENTO (%),6364 - AÇÕES EM EMERGÊNCIAS QUÍMICAS,100.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CONTROLE DA EMISSÃO VEICULAR,FINALÍSTICO,NÚMERO DE AÇÕES DE FISCALIZAÇÃO (UNIDADE),6357 - FISCALIZAÇÃO DE VEÍCULOS DIESEL,85.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CONTROLE DA EMISSÃO VEICULAR,FINALÍSTICO,PERCENTUAL DE NÃO CONFORMIDADE DAS MEDIÇÕES EFETUADAS (%),6357 - FISCALIZAÇÃO DE VEÍCULOS DIESEL,5.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: MONITORAMENTO DA QUALIDADE AMBIENTAL,FINALÍSTICO,NÚMERO DE AMOSTRAS DE ÁGUA DE POÇO COLETADAS NA REDE DE MONITORAMENTO DE QUALIDADE (UNIDADE),5065 - MEDIÇÃO DA QUALIDADE DAS ÁGUAS E DO AR,617.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: MONITORAMENTO DA QUALIDADE AMBIENTAL,FINALÍSTICO,NÚMERO DE DADOS DE CONCENTRAÇÃO DE POLUENTES ATMOSFÉRICOS COLETADOS (UNIDADE),5065 - MEDIÇÃO DA QUALIDADE DAS ÁGUAS E DO AR,2353286.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: LICENÇAS DE EMPREENDIMENTOS E ATIVIDADES SEM AVALIAÇÃO DE IMPACTO AMBIENTAL,FINALÍSTICO,NÚMERO DE DOCUMENTOS EMITIDOS (UNIDADE),5071 - LICENCIAMENTO DE BAIXO IMPACTO AMBIENTAL,25505.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: LICENÇAS DE EMPREENDIMENTOS E ATIVIDADES SEM AVALIAÇÃO DE IMPACTO AMBIENTAL,FINALÍSTICO,PERCENTUAL DE SOLICITAÇÕES DE LICENÇAS ANALISADAS (%),5071 - LICENCIAMENTO DE BAIXO IMPACTO AMBIENTAL,100.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FINANCIAMENTO DE PROJETOS AMBIENTAIS PELO FECOP,FINALÍSTICO,NÚMERO DOS PROJETOS FINANCIADOS PELO FECOP (UNIDADE),1359 - APOIO A PROJETOS DE MELHORIA DE MEIO AMBIENTE.,90.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FINANCIAMENTO DE PROJETOS AMBIENTAIS PELO FECOP,FINALÍSTICO,POPULAÇÃO BENEFICIADA PELOS PROJETOS FINANCIADOS PELO FECOP. (UNIDADE),1359 - APOIO A PROJETOS DE MELHORIA DE MEIO AMBIENTE.,4214845.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FINANCIAMENTO DE PROJETOS EM ÁREAS CONTAMINADAS PELO FEPRAC,FINALÍSTICO,NÚMERO DE ÁREAS INVESTIGADAS E REABILITADAS (UNIDADE),2311 - APOIO À INVESTIG E REMEDIAÇÃO DE ÁREAS CONTAMIN,1.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FINANCIAMENTO DE PROJETOS EM ÁREAS CONTAMINADAS PELO FEPRAC,FINALÍSTICO,NÚMERO DOS PROJETOS FINANCIADOS PELO FEPRAC (UNIDADE),2311 - APOIO À INVESTIG E REMEDIAÇÃO DE ÁREAS CONTAMIN,2.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,"PRODUTO: APRIMORAMENTO DAS AÇÕES DE MONITORAMENTO, FISCALIZAÇÃO E MELHORIA AMBIENTAL",MELHORIA DE GESTÃO,NÚMERO DE NOVOS DOCUMENTOS FIRMADOS (UNIDADE),2622 - CONTRAPARTIDAS AMBIENTAIS E CONVÊNIOS,2.0
2604 - MONITORAMENTO DA QUALIDADE E REDUÇÃO DA PEGADA AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,"PRODUTO: APRIMORAMENTO DAS AÇÕES DE MONITORAMENTO, FISCALIZAÇÃO E MELHORIA AMBIENTAL",MELHORIA DE GESTÃO,PERCENTUAL DE CUMPRIMENTO DOS PRAZOS ESTABELECIDOS DOS DOCUMENTOS FIRMADOS (%),2622 - CONTRAPARTIDAS AMBIENTAIS E CONVÊNIOS,43.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PARQUES URBANOS CONSERVADOS E COM ATIVIDADES AOS VISITANTES,FINALÍSTICO,ÍNDICE DE SATISFAÇÃO DOS VISITANTES DOS PARQUES URBANOS (%),5677 - GESTÃO DE PARQUES URBANOS,81.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PARQUES URBANOS CONSERVADOS E COM ATIVIDADES AOS VISITANTES,FINALÍSTICO,NÚMERO DE VISITANTES DOS PARQUES URBANOS (UNIDADE),5677 - GESTÃO DE PARQUES URBANOS,15814305.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: AÇÕES EDUCATIVAS PARA O DESENV. DE POLÍTICAS PÚBLICAS E NA GESTÃO AMBIENTAL,FINALÍSTICO,"AÇÕES DE EDUCAÇÃO AMBIENTAL VOLTADAS À SOCIEDADE CIVIL, AOS MUNICÍPIOS, ÀS POLÍTICAS SETORIAIS ESTADUAIS E ÓRGÃOSGESTORES DA POLÍTICA AMBIENTAL (UNIDADE)",6050 - EDUCAÇÃO AMBIENTAL INTEGRADA E PARTICIPATIVA NA GESTÃO AMBIENTAL PÚBLICA,180.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: AÇÕES EDUCATIVAS PARA O DESENV. DE POLÍTICAS PÚBLICAS E NA GESTÃO AMBIENTAL,FINALÍSTICO,NÚMERO DE PROJETOS PARA AÇÕES EDUCATIVAS EXECUTADOS POR ANO (UNIDADE),6050 - EDUCAÇÃO AMBIENTAL INTEGRADA E PARTICIPATIVA NA GESTÃO AMBIENTAL PÚBLICA,13.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: APOIO AOS MUNICÍPIOS E OSCIPS EM AÇÕES DE DEFESA DOS ANIMAIS  DOMÉSTICOS,FINALÍSTICO,NÚMERO DE PARCERIAS FIRMADAS COM MUNICÍPIOS E ORGANIZAÇÕES DA SOCIEDADE CIVIL (UNIDADE),2565 - IMPLEMENTAÇÃO DA POLÍTICA ESTADUAL DE DEFESA DOS ANIMAIS DOMÉSTICOS,200.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PARQUES MANTIDOS E CONSERVADOS EM ÁREAS DE VÁRZEAS,FINALÍSTICO,ÍNDICE DE SATISFAÇÃO DOS VISITANTES DOS PARQUES URBANOS (%),4029 - MANUTENÇÃO E CONSERVAÇÃO DE PARQUES,81.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PARQUES MANTIDOS E CONSERVADOS EM ÁREAS DE VÁRZEAS,FINALÍSTICO,NÚMERO DE VISITANTES NOS PARQUES EM ÁREAS DE VÁRZEAS (UNIDADE),4029 - MANUTENÇÃO E CONSERVAÇÃO DE PARQUES,4813200.0
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CAPACITAÇÃO E DIFUSÃO DO CONHECIMENTO AMBIENTAL – ESCOLA SUPERIOR DA CETESB,FINALÍSTICO,NÍVEL DE APLICABILIDADE DO CONTEÚDO DOS CURSOS OFERECIDOS (ESCALA DE 4 PONTOS) (UNIDADE),6247 - CAPACITAÇÃO E DIFUSÃO DO CONHECIMENTO AMBIENTAL - ESCOLA SUPERIOR DA CETESB,3.6
"2617 - EDUCAÇÃO AMBIENTAL, CIDADANIA E MELHORIA DA QUALIDADE DE VIDA",26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CAPACITAÇÃO E DIFUSÃO DO CONHECIMENTO AMBIENTAL – ESCOLA SUPERIOR DA CETESB,FINALÍSTICO,NÚMERO DE PARTICIPAÇÕES (UNIDADE),6247 - CAPACITAÇÃO E DIFUSÃO DO CONHECIMENTO AMBIENTAL - ESCOLA SUPERIOR DA CETESB,3485.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: INCENTIVO A PROTEÇÃO E RECUPERAÇÃO DA COBERTURA VEGETAL E DA BIODIVERSIDADE,FINALÍSTICO,ÁREA RESTAURADA E PROTEGIDA POR MEIO DE PSA (HA),2539 - CONEXÃO MATA ATLÂNTICA - GEF/BID,14300.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: INCENTIVO A PROTEÇÃO E RECUPERAÇÃO DA COBERTURA VEGETAL E DA BIODIVERSIDADE,FINALÍSTICO,PERCENTUAL DE EXECUÇÃO DOS CONTRATOS DE PSA (%),2539 - CONEXÃO MATA ATLÂNTICA - GEF/BID,38.11
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: MONITORAMENTO DA RESTAURAÇÃO ECOLÓGICA E EXPLORAÇÃO SUSTENTÁVEL DA FLORA NATIVA,FINALÍSTICO,NÚMERO DE AÇÕES DE CAPACITAÇÕES (UNIDADE),8331 - RESTAURAÇÃO ECOLÓGICA E PROTEÇÃO DA BIODIVERSIDADE,108.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: MONITORAMENTO DA RESTAURAÇÃO ECOLÓGICA E EXPLORAÇÃO SUSTENTÁVEL DA FLORA NATIVA,FINALÍSTICO,PERCENTUAL DE PROJETOS DE RESTAURAÇÃO ECOLÓGICA E EXPLORAÇÃO SUSTENTÁVEL DE ESPÉCIES NATIVAS SOB ACOMPNHAMENTOGERENCIAL (%),8331 - RESTAURAÇÃO ECOLÓGICA E PROTEÇÃO DA BIODIVERSIDADE,25.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PLANOS DE AÇÃO TERRITORIAIS PARA ESPÉCIES DE FAUNA E FLORA AMEAÇADAS DE EXTINÇÃO,FINALÍSTICO,ESPÉCIES AMEAÇADAS DE EXTINÇÃO INCORPORADAS EM ESTRATÉGIAS DE CONSERVAÇÃO NOS TERRITÓRIOS DE ATUAÇÃO DEFINIDOSPELO PROJETO PARA O ESTADO DE SÃO PAULO (%),8294 - GEF - PRÓ ESPÉCIES,83.5
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: PLANOS DE AÇÃO TERRITORIAIS PARA ESPÉCIES DE FAUNA E FLORA AMEAÇADAS DE EXTINÇÃO,FINALÍSTICO,ÍNDICE DE EXECUÇÃO DO PROJETO (%),8294 - GEF - PRÓ ESPÉCIES,100.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,"PRODUTO: PREVENÇÃO, FISCALIZAÇÃO E MONITORAMENTO AMBIENTAL",FINALÍSTICO,"NÚMERO DE AÇÕES DE PREVENÇÃO, FISCALIZAÇÃO E MONITORAMENTO AMBIENTAL (UNIDADE)",6233 - PROTEÇÃO E FISCALIZAÇAO AMBIENTAL,78000.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,"PRODUTO: PREVENÇÃO, FISCALIZAÇÃO E MONITORAMENTO AMBIENTAL",FINALÍSTICO,"PERCENTUAL DE AÇÕES DE PREVENÇÃO, FISCALIZAÇÃO E MONITORAMENTO EM ÁREAS E TEMAS PRIORITÁRIOS PARA CONSERVAÇÃO (%)",6233 - PROTEÇÃO E FISCALIZAÇAO AMBIENTAL,48.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CONSERVAÇÃO INTEGRADA E REDUÇÃO DAS PRESSÕES SOBRE A FAUNA SILVESTRE.,FINALÍSTICO,ÍNDICE DE GESTÃO DA FAUNA (%),6073 - GESTÃO E CONSERVAÇÃO INTEGRADA DA FAUNA SILVESTRE,98.39
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: CONSERVAÇÃO INTEGRADA E REDUÇÃO DAS PRESSÕES SOBRE A FAUNA SILVESTRE.,FINALÍSTICO,ÍNDICE DE IMPLEMENTAÇÃO DA POLÍTICA ESTADUAL DE FAUNA SILVESTRE (%),6073 - GESTÃO E CONSERVAÇÃO INTEGRADA DA FAUNA SILVESTRE,15.79
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: REDE DE OPERAÇÕES AMBIENTAIS,MELHORIA DE GESTÃO,ÁREAS DE PRESSÃO COM AÇÕES RELACIONADAS AOS PLANOS DE MONITORAMENTO E FISCALIZAÇÃO AMBIENTAL INTEGRADA DEOCUPAÇÕES IRREGULARES (UNIDADE),2483 - GESTÃO AMBIENTAL INTEGRADO PARA DESENVOLVIMENTO SUSTENTÁVEL DO LITORAL PAULISTA,65.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: REDE DE OPERAÇÕES AMBIENTAIS,MELHORIA DE GESTÃO,ATUAÇÃO EM ÁREAS DE ALTA PRESSÃO DE EXPANSÃO DA OCUPAÇÃO (%),2483 - GESTÃO AMBIENTAL INTEGRADO PARA DESENVOLVIMENTO SUSTENTÁVEL DO LITORAL PAULISTA,80.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: GESTÃO DOS AUTOS DE INFRAÇÃO AMBIENTAL E REPARAÇÃO DE DANOS AO MEIO AMBIENTE,MELHORIA DE GESTÃO,ÍNDICE DE AUTOS CONCILIADOS NO ATENDIMENTO AMBIENTAL E COMPROMISSOS FIRMADOS PARA REPARAÇÃO DE DANOS OUREGULARIZAÇÃO DE ATIVIDADES (%),6303 - ESTRUTURAÇÃO E GESTÃO DA FISCALIZAÇÃO E CONCILIAÇÃO AMBIENTAL,46.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: GESTÃO DOS AUTOS DE INFRAÇÃO AMBIENTAL E REPARAÇÃO DE DANOS AO MEIO AMBIENTE,MELHORIA DE GESTÃO,"NÚMERO DE AUTOS DE INFRAÇÃO CONSOLIDADOS NO ATENDIMENTO AMBIENTAL, RECURSOS JULGADOS, VISTORIAS REALIZADAS PARAACOMPANHAMENTO DA REPARAÇÃO DE DANOS E MULTAS CONVERTIDAS EM SERVIÇOS AMBIENTAIS (UNIDADE)",6303 - ESTRUTURAÇÃO E GESTÃO DA FISCALIZAÇÃO E CONCILIAÇÃO AMBIENTAL,26000.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FORTALECIMENTO DA GESTÃO AMBIENTAL,MELHORIA DE GESTÃO,"PERCENTUAL DE DISPONIBILIZAÇÃO AO PÚBLICO, DE PORTAL ELETRÔNICO E APLICATIVO DE CELULAR ATIVOS (%)",2353 - SUSTENTABILIDADE AMBIENTAL - MICROBACIAS,100.0
2618 - CONSERVAÇÃO DA BIODIVERSIDADE E PROTEÇÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,FINALÍSTICO,PRODUTO: FORTALECIMENTO DA GESTÃO AMBIENTAL,MELHORIA DE GESTÃO,PERCENTUAL DE SERVIÇOS E EQUIPAMENTOS DISPONIBILIZADOS (%),2353 - SUSTENTABILIDADE AMBIENTAL - MICROBACIAS,50.0
2619 - FORTALECIMENTO DO PLANEJAMENTO E GESTÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: CRIAÇÃO E FORTALECIMENTO DAS ESTRUTURAS AMBIENTAIS DOS MUNICÍPIOS,MELHORIA DE GESTÃO,PORCENTAGEM DE MUNICÍPIOS COM PARTICIPAÇÃO EFETIVA NO MUNICÍPIO VERDE-AZUL - MVA (%),2017 - MUNICÍPIO VERDEAZUL - PROTOCOLO DE CONDUTA AMBIENTAL,73.0
2619 - FORTALECIMENTO DO PLANEJAMENTO E GESTÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: CRIAÇÃO E FORTALECIMENTO DAS ESTRUTURAS AMBIENTAIS DOS MUNICÍPIOS,MELHORIA DE GESTÃO,QUANTIDADE DE CAPACITAÇÕES (PROCESSOS FORMATIVOS) (UNIDADE),2017 - MUNICÍPIO VERDEAZUL - PROTOCOLO DE CONDUTA AMBIENTAL,95.0
2619 - FORTALECIMENTO DO PLANEJAMENTO E GESTÃO AMBIENTAL,26000 - SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: INSTRUMENTOS DE POLÍTICAS PÚBLICAS DESENVOLVIDOS,MELHORIA DE GESTÃO,NÚMERO DE INSTRUMENTOS DESENVOLVIDOS POR POLÍTICA PÚBLICA (UNIDADE),6056 - APOIO À FORMULAÇÃO E À GESTÃO DE POLÍTICAS PÚBLICAS,91.0
